u,g,r,i,z,class,z1,zerr
18.75452,18.37707,18.2632,18.09295,17.65403,QSO,0.4041432,9.780491E-05
18.89737,16.9437,15.99844,15.46603,15.13574,GALAXY,0.077563,1.526966E-05
18.77515,16.69256,15.66392,15.19788,14.80937,GALAXY,0.08146487,2.162434E-05
19.00942,16.99816,15.95137,15.42169,15.02706,GALAXY,0.08651107,3.536056E-05
18.81608,18.52375,18.61443,18.43294,18.42434,QSO,0.5118643,6.542743E-05
19.30151,19.34301,18.92827,18.99195,19.1294,QSO,1.249506,0.0003423628
19.23558,17.34058,16.42733,15.94322,15.5564,GALAXY,0.04592725,1.334683E-05
18.46592,16.71256,15.76615,15.28379,14.91055,GALAXY,0.0867196,1.971347E-05
18.49024,16.56881,15.71807,15.29464,14.9602,GALAXY,0.05470422,1.688257E-05
18.23346,18.70968,17.96819,18.04342,18.03185,QSO,0.6987082,8.14498E-05
18.51941,16.44736,15.40359,14.93875,14.60324,GALAXY,0.08040813,1.248393E-05
18.50304,16.75808,15.96915,15.58165,15.26423,GALAXY,0.03471227,1.057372E-05
19.06779,17.68773,16.88796,16.45443,16.12378,GALAXY,0.09653906,1.009263E-05
18.79003,17.84723,17.50074,17.16893,17.06233,GALAXY,0.07273865,8.652277E-06
17.89588,16.6083,15.95034,15.68801,15.47943,GALAXY,0.03182805,3.181213E-05
19.51888,19.50054,19.25636,19.26546,19.30038,QSO,1.343599,0.0002202283
19.13045,18.77823,18.62653,18.5762,18.57535,QSO,1.386637,0.0005556962
18.37257,17.31072,16.94487,16.70765,16.55759,GALAXY,0.05388616,6.548557E-06
17.54026,16.49731,16.03082,15.79395,15.63188,GALAXY,0.03547808,6.403153E-06
19.33515,19.12545,18.82962,18.89776,18.8495,QSO,1.013581,0.0004429365
18.06449,16.70868,16.05183,15.61847,15.33582,GALAXY,0.05329775,4.874526E-06
18.39521,17.30526,16.90272,16.62104,16.41015,GALAXY,0.07364085,6.000871E-06
18.95427,17.71963,17.13319,16.78402,16.57933,GALAXY,0.07943989,1.027345E-05
17.55762,16.4454,15.93796,15.59218,15.39212,GALAXY,0.05890715,5.80072E-06
18.90791,17.82523,17.3971,17.16964,16.93486,GALAXY,0.03655925,6.742253E-06
18.65044,18.5897,18.34734,18.38396,18.62429,QSO,1.121082,0.0003383448
18.40814,18.15699,17.92313,17.6362,17.59696,QSO,1.73649,0.0002889598
19.34896,17.72511,16.7448,16.21316,15.84675,GALAXY,0.1018652,1.25061E-05
19.42309,17.67441,16.79964,16.28016,15.85809,GALAXY,0.03694522,1.874873E-05
17.7678,15.92856,14.96559,14.49408,14.13288,GALAXY,0.03350199,1.037919E-05
18.48829,17.61073,17.43122,17.24188,17.09705,GALAXY,0.03467487,7.622067E-06
19.37394,17.37879,16.432,15.9863,15.6387,GALAXY,0.06905991,1.359666E-05
19.11098,17.92905,17.29986,16.94955,16.68421,GALAXY,0.1044629,9.436005E-06
18.50683,17.18471,16.56013,16.2433,16.07094,GALAXY,0.08450039,1.907356E-05
19.11982,17.46182,16.80108,16.37526,16.11308,GALAXY,0.07793895,9.353411E-06
19.50675,18.26003,17.52419,17.10391,16.79788,GALAXY,0.1357941,1.246146E-05
18.52775,16.82191,15.95217,15.48137,15.15143,GALAXY,0.06651285,1.738984E-05
17.52581,15.65727,14.81164,14.39575,14.10155,GALAXY,0.03630955,9.899572E-06
19.11384,17.78966,17.07274,16.6328,16.33366,GALAXY,0.08932881,7.88095E-06
19.507,17.99744,17.2915,16.87539,16.6162,GALAXY,0.1276817,2.090062E-05
16.55582,15.4305,14.96661,14.71141,14.50578,GALAXY,0.03739001,1.04495E-05
18.84164,18.68706,18.66168,18.40429,18.3187,QSO,1.809057,0.0003790467
19.005,17.17873,16.26187,15.82983,15.49708,GALAXY,0.04621622,1.435017E-05
19.25954,19.02096,18.86307,18.90783,18.90004,QSO,0.9502547,0.0003170766
18.94755,17.77284,17.23972,16.96741,16.77946,GALAXY,0.03984211,2.03518E-05
18.85389,16.77795,15.75658,15.31759,14.931,GALAXY,0.1055863,1.836402E-05
19.39599,18.24944,17.82796,17.53136,17.39123,GALAXY,0.06266709,9.566538E-06
19.07097,19.01916,19.02172,18.71639,18.69816,QSO,1.739719,0.0004680295
16.97104,15.96102,15.54193,15.33694,15.14397,GALAXY,0.02353813,8.290078E-06
19.31029,18.09518,17.51373,17.14112,16.91407,GALAXY,0.08487665,7.670257E-06
18.62899,17.48318,17.12528,16.85333,16.68672,GALAXY,0.05526842,5.952358E-06
19.41602,17.56054,16.60125,16.18984,15.81715,GALAXY,0.0943401,2.276047E-05
18.80791,18.87351,18.59879,18.55169,18.66104,QSO,1.20803,0.0001359723
19.43221,18.11654,17.43978,17.05564,16.84211,GALAXY,0.1237094,1.467347E-05
18.52998,17.06407,16.29726,15.89057,15.56797,GALAXY,0.05636394,1.022373E-05
18.47591,16.7046,15.80896,15.40287,15.03956,GALAXY,0.09697838,1.918794E-05
18.76937,16.74437,15.76935,15.31365,14.99569,GALAXY,0.06707636,1.434915E-05
16.23585,15.54267,15.09848,14.75522,14.53113,QSO,0.0392371,2.6701E-05
18.46565,16.47295,15.51175,15.04196,14.68964,GALAXY,0.06684706,1.475548E-05
19.46928,17.83343,16.96081,16.47694,16.12295,GALAXY,0.0695413,8.706081E-06
17.90942,16.53903,15.9818,15.67302,15.42906,GALAXY,0.03852788,1.424183E-05
19.17625,19.09726,18.8609,18.828,18.69765,QSO,0.923403,0.0002316128
18.56982,17.5335,17.12779,16.86846,16.74727,GALAXY,0.04587548,8.618167E-06
19.48902,18.06581,17.34718,16.95273,16.73608,GALAXY,0.1006567,2.420207E-05
17.61352,16.18707,15.55862,15.15982,14.90578,GALAXY,0.06525095,7.29368E-06
18.62951,16.65587,15.73127,15.2668,14.92103,GALAXY,0.04072155,1.654387E-05
16.02097,14.80791,14.19596,13.85435,13.61322,GALAXY,0.03657382,7.572605E-06
17.89089,15.95482,14.99358,14.44985,14.0002,GALAXY,0.03036021,1.19591E-05
19.36114,17.86433,17.13423,16.72105,16.42453,GALAXY,0.0649854,9.51458E-06
18.91372,16.8446,15.82076,15.32582,14.92702,GALAXY,0.09631801,2.297157E-05
19.33818,18.22971,17.30138,16.85723,16.5154,GALAXY,0.21231,2.921047E-05
18.67288,17.24555,16.50491,16.07748,15.79311,GALAXY,0.1060947,8.920356E-06
16.84566,14.8488,13.95144,13.52501,13.22074,GALAXY,0.04554692,1.087588E-05
17.49008,15.69129,14.78276,14.32859,13.97922,GALAXY,0.06449146,1.54786E-05
19.45376,17.47141,16.62292,16.21831,15.96349,GALAXY,0.09847772,3.430196E-05
19.53363,17.52268,16.4864,16.01495,15.63691,GALAXY,0.0869177,2.7198E-05
19.12485,17.9291,17.45667,17.11515,16.95785,GALAXY,0.06760276,8.180575E-06
19.48295,18.96266,18.84661,18.81266,18.6056,QSO,2.294437,0.0004376788
17.11313,15.25911,14.34044,13.88351,13.49567,GALAXY,0.03317925,1.229763E-05
19.55861,19.44134,19.09719,19.11204,19.16846,QSO,1.200644,0.0004941219
18.83827,17.5229,16.95184,16.59919,16.43503,GALAXY,0.04124407,5.829634E-06
18.53978,17.5659,17.10851,16.83736,16.67498,GALAXY,0.04262361,1.113752E-05
19.54116,18.25376,17.69817,17.41533,17.1649,GALAXY,0.03168005,1.44411E-05
19.29869,17.68976,16.79673,16.328,16.00516,GALAXY,0.08424313,1.085011E-05
19.09806,17.29841,16.31972,15.85694,15.50491,GALAXY,0.1187719,1.867815E-05
19.32854,19.10629,19.03903,18.88632,19.013,QSO,1.511098,0.000665777
18.61584,17.34533,16.70538,16.32234,16.07882,GALAXY,0.07483321,1.167033E-05
19.14465,18.96469,18.75939,18.646,18.62697,QSO,1.374533,0.0003387615
19.20464,19.03253,18.95315,19.07024,18.97977,QSO,0.9364942,0.0002629971
19.59352,17.68479,16.80323,16.41146,16.11111,GALAXY,0.08838875,1.720369E-05
17.54426,16.64001,16.20774,16.01602,15.81666,GALAXY,0.0144966,3.83513E-06
18.96755,17.74435,17.22496,16.93207,16.66803,GALAXY,0.08440916,9.209572E-06
19.56569,17.71936,16.96365,16.50276,16.17782,GALAXY,0.08380328,8.980768E-06
19.12564,19.04645,18.84169,18.88478,18.92264,QSO,1.332686,0.000283741
19.32007,19.24104,19.09988,19.19324,19.27232,QSO,1.006544,0.0005271233
16.86889,15.5452,15.05169,14.76963,14.65545,GALAXY,0.03248991,8.27772E-06
19.12094,17.35654,16.4868,16.05088,15.71098,GALAXY,0.102465,1.64209E-05
19.14391,18.08747,17.54086,17.1353,16.95736,GALAXY,0.09857657,6.793286E-06
19.56773,19.5603,19.54708,19.38,19.35289,QSO,1.909932,0.0005823744
19.31791,17.44832,16.3993,15.91499,15.53337,GALAXY,0.1268092,2.983338E-05
19.03829,18.00724,17.49303,17.14177,16.94939,GALAXY,0.109142,7.015447E-06
19.37137,17.31707,16.23928,15.78127,15.43534,GALAXY,0.112694,1.433433E-05
19.43852,17.31379,16.191,15.6443,15.25462,GALAXY,0.1116234,3.261819E-05
18.53599,17.10058,16.46464,16.08,15.81785,GALAXY,0.08884582,1.036648E-05
18.5483,18.36314,18.40968,18.35217,17.97569,QSO,0.3993936,6.85335E-05
19.56686,18.17432,17.53496,17.19287,16.91345,GALAXY,0.04882263,1.960014E-05
19.3313,17.39548,16.39233,15.9166,15.55219,GALAXY,0.07850101,2.613779E-05
18.16877,18.12115,17.84477,17.78097,17.79974,QSO,1.332096,0.0001736412
19.27543,17.98719,16.92439,16.43157,16.10762,GALAXY,0.1455759,1.399064E-05
19.5523,18.44289,17.88149,17.48746,17.32377,GALAXY,0.08657815,6.5824E-06
19.42268,18.20733,17.62968,17.25401,17.05862,GALAXY,0.1300689,7.129971E-06
19.52351,17.53404,16.53981,16.10623,15.7601,GALAXY,0.1054668,2.750797E-05
19.07796,18.601,18.47652,18.4341,18.23904,QSO,2.229208,0.0002055651
19.36512,19.13391,19.06062,18.88821,18.99286,QSO,1.589392,0.0004461195
18.23782,18.03743,17.79965,17.49969,17.52791,QSO,0.1780782,3.221033E-05
16.43887,16.14457,15.95582,15.64138,15.75118,QSO,0.2075965,3.632703E-05
19.15208,18.24404,17.81638,17.5516,17.44883,GALAXY,0.1313591,8.534842E-06
19.24106,17.14636,16.10896,15.6596,15.31328,GALAXY,0.1064124,2.663961E-05
19.2076,17.17554,16.03043,15.53686,15.10359,GALAXY,0.1187191,2.417921E-05
18.11319,16.88647,16.32874,16.03914,15.7736,GALAXY,0.03302447,1.20925E-05
19.36851,19.20865,19.17926,18.93389,18.94652,QSO,1.817665,0.0005748353
17.59927,15.97423,15.15767,14.74753,14.44023,GALAXY,0.06398552,1.318981E-05
18.9795,17.82527,17.35048,17.05917,16.89761,GALAXY,0.03695696,7.338416E-06
19.49704,18.19567,17.6209,17.25559,16.94384,GALAXY,0.1134712,9.108583E-06
19.58348,17.52054,16.52189,16.09684,15.73463,GALAXY,0.1321979,1.552415E-05
18.89036,17.81334,17.26431,16.88912,16.65694,GALAXY,0.05233405,7.475513E-06
17.57009,15.62308,14.72932,14.31905,14.02069,GALAXY,0.05482776,1.31979E-05
18.12598,16.75378,16.12557,15.77813,15.50145,GALAXY,0.04560294,9.433566E-06
18.41421,17.26699,16.75864,16.43987,16.22787,GALAXY,0.05957381,1.739858E-05
19.30002,18.57004,18.29407,17.84339,17.85293,GALAXY,0.1030692,7.081194E-06
16.22703,14.24715,13.36251,12.92943,12.64034,GALAXY,0.04634062,1.028876E-05
19.25421,17.33946,16.39007,15.95305,15.60264,GALAXY,0.0845685,1.895287E-05
19.51752,19.20181,19.06888,18.7956,18.68557,QSO,1.59822,0.0003623288
18.76208,16.69542,15.63658,15.12846,14.72008,GALAXY,0.1140405,1.608641E-05
19.3731,17.99259,17.401,16.98502,16.81288,GALAXY,0.09106176,7.134085E-06
18.77809,17.65112,17.24087,16.96149,16.78362,GALAXY,0.05286631,6.039951E-06
19.51556,18.27394,17.83448,17.57012,17.44249,GALAXY,0.0451563,1.122878E-05
18.80964,17.23904,16.51839,16.14216,15.82838,GALAXY,0.07326616,9.420111E-06
19.32658,18.06874,17.28765,16.8568,16.55023,GALAXY,0.08776441,8.917799E-06
19.11412,18.10369,17.55576,17.1702,16.97371,GALAXY,0.1322446,7.344398E-06
19.31444,17.53455,16.6146,16.19274,15.85517,GALAXY,0.08581962,2.05405E-05
19.3358,18.06344,17.5385,17.18152,17.06918,GALAXY,0.1165774,1.096478E-05
18.84917,18.83026,18.6909,18.72567,18.82767,QSO,1.230183,0.00029635
19.37151,18.5453,18.41607,18.37521,18.20643,QSO,2.626699,0.000142939
19.20422,17.37113,16.54473,16.13497,15.86035,GALAXY,0.03314764,1.430647E-05
18.66702,17.5348,17.00888,16.66829,16.43034,GALAXY,0.07322279,8.102245E-06
18.55174,16.81329,15.98483,15.62441,15.33697,GALAXY,0.09326702,1.07675E-05
19.25729,18.31916,18.27334,18.08198,17.65087,QSO,2.464895,0.0001592659
19.34671,18.07991,17.50165,17.16374,16.93742,GALAXY,0.04985397,6.608971E-06
19.12464,19.0221,18.8478,18.79409,18.85827,QSO,1.127843,0.0004127703
19.37069,17.83176,16.97989,16.53506,16.19416,GALAXY,0.125418,2.204873E-05
17.8003,17.33982,17.38304,17.52325,17.42555,QSO,0.7166498,8.099608E-05
18.85406,17.67564,17.22476,16.97088,16.83107,GALAXY,0.05660605,1.308064E-05
19.5424,17.72694,16.86271,16.44522,16.13783,GALAXY,0.04747074,1.753476E-05
17.98903,16.44409,15.69089,15.30107,14.9976,GALAXY,0.05523222,8.265391E-06
19.23975,17.2811,16.33064,15.88472,15.57081,GALAXY,0.09954738,2.47261E-05
19.45849,17.38044,16.4534,16.03207,15.70587,GALAXY,0.08844808,1.784632E-05
19.07267,17.49241,16.60558,16.14358,15.84408,GALAXY,0.1337316,2.303971E-05
19.06301,17.76835,17.23728,16.93774,16.72303,GALAXY,0.03302333,9.543741E-06
19.41506,18.07,17.60064,17.32026,17.15889,GALAXY,0.07029866,1.405486E-05
16.30227,16.14435,15.86854,15.36372,15.65942,QSO,0.1309488,1.692855E-05
18.6463,18.41514,18.03247,17.76908,17.65252,QSO,0.2399717,3.060478E-05
19.45853,19.28975,19.11234,18.9624,18.67027,QSO,2.063338,0.0004281913
17.6718,15.79048,14.92683,14.4726,14.14688,GALAXY,0.06142384,9.978708E-06
19.56952,19.4675,19.41016,19.16763,19.05638,QSO,1.949192,0.0001916554
18.3883,17.16473,16.534,16.19223,15.92876,GALAXY,0.1084861,1.287306E-05
18.94478,17.71008,16.97516,16.54003,16.25959,GALAXY,0,0
19.09792,17.55978,16.79416,16.40499,16.07673,GALAXY,0.03288903,8.151067E-06
19.26527,17.3448,16.24564,15.7551,15.34641,GALAXY,0.1279412,2.236441E-05
18.49007,16.57089,15.4939,15.32844,14.65246,GALAXY,0.09665191,2.344414E-05
17.45752,15.52313,14.62353,14.20229,13.90279,GALAXY,0.05616843,1.345315E-05
19.37152,18.1055,17.557,17.22946,17.06108,GALAXY,0.06433149,2.264159E-05
19.07958,17.67465,16.99113,16.6087,16.30996,GALAXY,0.08828481,1.499765E-05
19.20307,19.09189,19.08014,18.88795,18.81318,QSO,1.908791,0.0002314491
17.37597,16.0091,15.31918,14.91665,14.60651,GALAXY,0.03772881,8.621708E-06
19.30721,19.21241,19.03784,18.92177,18.92267,QSO,1.444718,0.0002435926
19.06743,17.6872,17.10161,16.88527,16.62994,GALAXY,0.03241657,9.007489E-06
18.91743,17.50685,16.72629,16.12833,15.82469,GALAXY,0.08016381,7.901823E-06
19.58769,19.3194,18.84366,18.58481,18.57653,QSO,1.475634,0.0003380739
18.23535,18.17125,18.09294,17.80013,17.78192,QSO,1.789008,0.000162223
18.86153,17.94364,17.43811,17.03765,16.92527,GALAXY,0.1303705,9.462607E-06
18.70238,17.22003,16.51992,16.14501,15.84713,GALAXY,0.0349397,8.214288E-06
19.44744,18.26218,17.70439,17.32802,17.18913,GALAXY,0.0580603,6.661566E-06
16.35182,14.92062,14.17772,13.78492,13.45923,GALAXY,0.03326119,9.695323E-06
18.99743,17.48326,16.729,16.2788,15.99299,GALAXY,0.06441595,1.166521E-05
19.47484,19.24026,19.08804,18.81897,18.76707,QSO,1.543463,0.0002704856
18.55426,18.43647,18.18828,18.24934,18.49685,QSO,1.170295,0.0002271139
18.8503,17.02711,16.21599,15.81684,15.51002,GALAXY,0.03838292,9.712215E-06
19.54266,18.46401,17.7616,17.37725,17.11841,GALAXY,0.1618609,1.16501E-05
19.54789,19.4336,19.182,19.16778,19.25441,QSO,1.189239,0.000328794
18.16667,17.38151,17.00242,16.86236,16.68593,GALAXY,0.009446594,6.272908E-06
19.32232,17.61662,16.8832,16.49496,16.20083,GALAXY,0.02683863,2.228859E-05
17.95459,16.89056,16.43419,16.1582,15.97404,GALAXY,0.03167271,7.0323E-06
18.85832,17.5726,16.81923,16.36007,16.07452,GALAXY,0.08735579,7.372186E-06
19.1638,18.00377,17.52583,17.22454,17.0376,GALAXY,0.03741362,1.295831E-05
16.87349,15.6339,15.02618,14.67432,14.40904,GALAXY,0.03416763,9.126077E-06
19.07613,18.27962,18.00998,17.61015,17.62318,GALAXY,0.1023161,1.694734E-05
18.5382,17.54261,16.89676,16.511,16.24892,GALAXY,0.1117009,1.525051E-05
18.78623,16.92412,15.93057,15.39811,14.99777,GALAXY,0.05394387,1.49994E-05
19.03926,18.709,18.73252,18.48521,18.47332,QSO,1.807183,0.0005142655
17.75898,16.05455,15.25337,14.81832,14.47976,GALAXY,0.04156395,1.018929E-05
17.43663,16.24498,15.65266,15.29344,15.03521,GALAXY,0.0398918,1.118722E-05
18.32746,17.90516,17.42643,16.82019,16.79989,QSO,0.1142152,3.240137E-05
19.03673,17.40306,16.48184,16.06462,15.74351,GALAXY,0.08029238,2.067931E-05
17.90194,16.1726,15.38703,15.01241,14.7264,GALAXY,0.05822298,1.183554E-05
17.97237,16.06308,15.19361,14.77744,14.45701,GALAXY,0.04097906,1.128514E-05
18.46719,16.45016,15.4425,14.99897,14.63523,GALAXY,0.09170369,1.524569E-05
19.12238,18.89453,18.62373,18.70119,18.87826,QSO,1.170313,0.0004940419
18.42034,17.21705,16.48529,16.07282,15.79584,GALAXY,0.1211139,1.194518E-05
19.44495,17.86553,17.06167,16.59021,16.24383,GALAXY,0.09162896,1.146612E-05
17.79407,16.09951,15.14762,14.67729,14.2922,GALAXY,0.07884403,1.330213E-05
19.50457,18.20615,17.48579,17.07292,16.79489,GALAXY,0.140947,7.069951E-06
17.30835,16.36071,16.02245,15.79178,15.65248,GALAXY,0.03495918,7.532741E-06
19.18529,19.22759,19.23775,18.96595,18.74161,QSO,2.000058,0.0004759342
19.42927,19.25573,18.80527,18.62947,18.28335,QSO,0.3154083,4.000429E-05
17.2554,16.11885,15.70043,15.45652,15.27001,GALAXY,0.02907724,6.275337E-06
17.92637,16.73766,16.11492,15.76227,15.47016,GALAXY,0.03555008,6.05904E-06
19.00423,16.77978,15.78668,15.31252,14.92504,GALAXY,0.0709569,1.721664E-05
19.52649,18.23643,17.68135,17.34944,17.21206,GALAXY,0.08700542,8.288412E-06
19.25387,17.3096,16.30087,15.79879,15.42101,GALAXY,0.08835533,2.251836E-05
17.08771,15.25902,14.44554,14.03514,13.71434,GALAXY,0.03743283,1.169857E-05
18.92879,18.64325,18.43312,18.46291,18.58072,QSO,1.234006,0.0003303593
19.13723,17.91916,17.31154,16.99965,16.74297,GALAXY,0.09763538,1.194073E-05
18.69274,17.34399,16.56637,16.14136,15.85281,GALAXY,0.0645854,1.633797E-05
19.255,17.74161,16.87331,16.42784,16.09703,GALAXY,0.1357668,1.789229E-05
19.45306,17.81181,17.41118,17.13838,17.07831,GALAXY,0.04546021,9.507166E-06
19.54704,18.29393,17.47627,17.06949,16.77751,GALAXY,0.1637237,1.72788E-05
17.48324,15.71772,14.87053,14.42709,14.06288,GALAXY,0.03269564,1.014646E-05
19.24182,18.05486,17.50536,17.25337,16.96282,GALAXY,0.06540419,1.010972E-05
19.54082,18.20305,17.70934,17.31494,17.1547,GALAXY,0.05716684,6.629791E-06
18.51124,17.3364,16.74928,16.39935,16.16951,GALAXY,0.08787223,1.030219E-05
18.7466,17.47462,17.05682,16.79365,16.61494,GALAXY,0.05450389,8.504034E-06
17.86386,16.71246,16.33256,16.09847,15.90503,GALAXY,0.02587526,6.728809E-06
18.16408,16.46076,15.56241,15.18907,14.88244,GALAXY,0.0347597,1.514196E-05
19.27992,17.62528,16.81756,16.40067,16.10669,GALAXY,0.09374775,2.592807E-05
19.44117,18.27373,17.70379,17.31778,17.17787,GALAXY,0.1494978,6.314248E-06
18.45509,17.30137,16.67235,16.29417,16.07066,GALAXY,0.07745009,9.59782E-06
19.49366,18.21605,17.534,17.06181,16.83212,GALAXY,0.1360345,1.149217E-05
19.58629,18.43187,17.81186,17.41885,17.26452,GALAXY,0.1396153,6.35192E-06
17.02653,15.75332,15.14714,14.83245,14.57712,GALAXY,0.031272,1.18658E-05
18.98405,17.7653,17.27573,16.98456,16.8188,GALAXY,0.07367191,7.036726E-06
18.78947,16.7991,15.81124,15.35201,14.99209,GALAXY,0.07607957,1.833767E-05
19.41973,18.12812,17.48366,17.11663,16.90957,GALAXY,0.1152666,2.224557E-05
17.202,15.35906,14.5288,14.14122,13.85259,GALAXY,0.03025244,1.151746E-05
18.79661,18.30495,19.18139,18.65682,22.97114,GALAXY,0.04809878,8.862565E-06
18.4074,17.15119,16.54698,16.1538,15.89666,GALAXY,0.05457906,5.27639E-06
19.48953,17.80784,17.37897,17.10564,16.8976,GALAXY,0.04742276,1.491616E-05
19.42737,17.50256,16.60399,16.18977,15.85728,GALAXY,0.08366569,2.025684E-05
17.98094,16.25755,15.33873,14.81737,14.35182,GALAXY,0.04204335,7.800768E-06
18.79886,18.46157,18.46384,18.39397,18.50688,QSO,0.6376556,5.290907E-05
15.64265,14.41199,14.08761,14.00742,13.94049,GALAXY,0,0
18.86366,16.86385,15.79048,15.34166,14.94941,GALAXY,0.1183906,2.206969E-05
19.18476,18.08417,17.84917,17.61943,17.68212,GALAXY,0.05651645,6.407162E-06
19.40938,18.18508,17.48918,17.10767,16.84097,GALAXY,0.1272422,1.771383E-05
19.34078,17.68981,16.92547,16.53614,16.23037,GALAXY,0.05100375,2.490672E-05
18.18573,16.20613,15.34035,14.93745,14.58846,GALAXY,0.05032605,1.376685E-05
19.12336,17.07182,16.10164,15.66653,15.36314,GALAXY,0.08702037,1.487609E-05
18.89056,17.14928,16.28254,15.88923,15.57635,GALAXY,0.05324249,1.37322E-05
18.29876,16.36236,15.43571,14.9751,14.6295,GALAXY,0.04163031,1.234656E-05
19.01243,18.24737,17.63983,17.27984,17.14972,GALAXY,0.2001011,9.872774E-06
19.27866,17.35883,16.44513,16.02543,15.72692,GALAXY,0.07685993,1.303801E-05
19.15038,17.94828,17.31421,16.99946,16.74536,GALAXY,0.1276216,9.856792E-06
18.63616,17.45737,16.74306,16.32262,16.04581,GALAXY,0.1091708,9.780564E-06
18.99671,18.14795,17.67588,17.36619,17.36997,GALAXY,0.07641628,6.270037E-06
19.3242,17.0571,15.92065,15.39316,14.98557,GALAXY,0.08683477,2.273129E-05
18.5586,17.35266,16.87803,16.54296,16.39108,GALAXY,0.08408511,7.728738E-06
18.88812,17.55148,17.03937,16.67728,16.44888,GALAXY,0.07023448,7.653162E-06
19.21933,18.02103,17.46221,17.10689,16.94745,GALAXY,0.09098642,7.680361E-06
19.33555,17.45126,16.49473,15.983,15.57005,GALAXY,0.07456569,1.919527E-05
19.33751,18.12398,17.44462,17.04532,16.79357,GALAXY,0.1147655,1.51315E-05
18.74381,16.84378,15.93689,15.48465,15.11448,GALAXY,0.04396109,1.167648E-05
17.77713,16.05128,15.26221,14.84925,14.58942,GALAXY,0.03272332,1.560161E-05
19.42211,17.5793,16.60256,16.10784,15.71563,GALAXY,0.087104,1.905955E-05
19.16096,17.83127,17.173,16.79685,16.54821,GALAXY,0.08606103,1.365068E-05
18.85301,17.09963,16.05459,15.55304,15.15661,GALAXY,0.1094131,1.902588E-05
19.5082,17.4253,16.38924,15.85102,15.40498,GALAXY,0.08824968,2.360391E-05
18.67436,16.7073,15.77554,15.34295,14.99646,GALAXY,0.05497834,1.212181E-05
18.34212,16.41863,15.54152,15.12498,14.79261,GALAXY,0.06014851,1.507248E-05
19.36317,18.25279,17.79963,17.52257,17.34883,GALAXY,0.04320517,6.174188E-06
18.63181,17.27189,16.56259,16.20254,15.95133,GALAXY,0.08673011,2.406718E-05
18.94892,17.68474,17.23917,16.96277,16.82085,GALAXY,0.0494297,1.390441E-05
17.29237,15.31569,14.3874,13.91474,13.5688,GALAXY,0.04316634,1.137545E-05
19.08911,17.98258,17.3938,17.02987,16.78749,GALAXY,0.09301353,8.292612E-06
19.11496,18.10679,17.70656,17.50981,17.33097,GALAXY,0.03098792,4.40047E-06
18.46366,17.19122,16.59745,16.30505,16.07887,GALAXY,0.07112945,1.260299E-05
18.48096,17.62423,17.29521,16.99705,16.91243,GALAXY,0.09584649,6.256809E-06
18.91878,17.73299,17.17218,16.85544,16.63649,GALAXY,0.0421254,6.994195E-06
19.05428,16.99086,15.9885,15.50667,15.13884,GALAXY,0.09035894,2.183126E-05
18.87447,16.79255,15.76824,15.30181,14.91407,GALAXY,0.08716296,1.515966E-05
18.87314,17.5077,16.84446,16.43166,16.1555,GALAXY,0.08649039,1.03313E-05
19.19008,17.31597,16.41676,15.96678,15.61393,GALAXY,0.06151816,1.401579E-05
16.01138,15.39287,14.72389,14.22755,13.42422,GALAXY,0.3020439,6.584563E-05
18.76764,17.50884,16.98166,16.61927,16.42829,GALAXY,0.06901019,6.220299E-06
18.37523,17.20059,16.66331,16.30702,16.07212,GALAXY,0.05156221,5.398432E-06
17.49446,16.82526,16.78167,16.71272,16.57269,QSO,2.320948,0.0001161659
16.84396,16.05033,15.76534,15.63026,15.47782,GALAXY,0.02514341,7.438614E-06
18.24935,17.31302,16.92665,16.71304,16.57559,GALAXY,0.02477773,5.176153E-06
18.5885,17.63788,17.27586,17.01913,16.9084,GALAXY,0.05243636,7.091064E-06
19.59672,17.76784,16.93726,16.55923,16.28667,GALAXY,0.0573725,1.419524E-05
19.4907,17.65845,16.83226,16.43693,16.14014,GALAXY,0.0315702,2.222648E-05
17.8835,16.11445,15.20032,14.72898,14.36033,GALAXY,0.02455292,1.136538E-05
18.96824,17.08999,16.13653,15.72772,15.36572,GALAXY,0.1005122,1.552221E-05
18.84364,18.70783,18.52644,18.60678,18.56995,QSO,0.9988266,0.0003129621
18.64228,17.83629,17.70967,17.57804,17.47957,GALAXY,0.04376396,5.393117E-06
19.49734,18.50358,17.89605,17.56949,17.40642,GALAXY,0.1961141,1.136571E-05
18.81288,18.78804,18.54087,18.42096,18.51089,QSO,1.265553,0.0002749354
17.8634,17.53399,17.19077,17.17114,16.65375,QSO,0.3374717,2.829067E-05
19.3341,17.95704,17.38203,16.99299,16.7729,GALAXY,0.0779001,8.252333E-06
18.74234,18.56256,18.54662,18.36121,18.39475,QSO,1.536737,0.0002772421
19.01429,17.30741,16.57145,16.14419,15.87461,GALAXY,0.1238459,1.099034E-05
19.31032,17.96028,17.20843,16.82151,16.53447,GALAXY,0.1198072,1.470654E-05
18.74397,17.38269,16.8979,16.63161,16.41961,GALAXY,0.04186729,6.352781E-06
17.62549,16.03283,15.26942,14.87156,14.60316,GALAXY,0.05054282,1.684291E-05
18.83412,17.97412,17.47618,17.17453,16.9997,GALAXY,0.03842279,1.175933E-05
16.83014,14.94697,14.08026,13.65231,13.3298,GALAXY,0.02488792,8.075581E-06
19.10345,17.98608,17.43533,17.05545,16.85603,GALAXY,0.09400746,8.986838E-06
